path_id,index,x,y,z
7,33,885.4238,-208.8893,457.2004
7,34,896.1262,-209.3802,462.6057
7,35,904.7450,-209.3893,470.9553
7,36,916.6528,-209.3893,472.4397
7,37,926.2493,-209.3893,465.2351
8,0,635.5709,-139.5516,461.8235
8,1,629.8328,-139.4905,472.3625
8,2,620.0876,-139.4905,465.3603
8,3,618.3646,-139.4905,453.4846
8,4,626.8663,-139.4947,445.0158
8,5,638.2289,-139.5450,448.8744
8,6,645.4490,-140.0557,458.4457
8,7,649.3380,-151.2744,460.1830
8,8,652.1708,-162.8871,459.1254
8,9,655.0050,-174.5053,458.1328
8,10,657.8490,-186.1634,458.1328
8,11,667.4164,-192.4616,454.5556
8,12,676.0280,-192.6395,446.2004
8,13,686.3033,-192.6487,440.0022
8,14,697.9317,-192.6487,442.9656
8,15,707.2709,-192.6487,450.5008
8,16,714.2402,-192.6487,460.2696
8,17,711.7169,-192.6487,472.0013
8,18,704.5070,-192.6487,481.5938
8,19,692.9452,-192.6487,478.3808
8,20,681.3338,-192.6487,475.3518
8,21,670.8463,-192.6486,469.5197
8,22,659.9208,-192.3133,464.5678
8,23,656.5405,-180.7999,464.4481
8,24,653.6966,-169.1417,464.4481
8,25,650.8527,-157.4836,464.4481
8,26,648.0087,-145.8255,464.4481
8,27,638.0343,-139.6594,461.9002
9,0,1062.4297,-221.5413,522.4435
9,1,1062.4245,-221.4207,510.4441
9,2,1067.2796,-221.3956,499.4702
9,3,1079.2791,-221.3953,499.5740
9,4,1089.9010,-221.3953,505.1576
9,5,1091.7095,-221.3953,517.0205
9,6,1102.5623,-221.4225,522.1408
9,7,1112.8620,-221.6449,515.9871
9,8,1120.2317,-222.4429,506.5505
9,9,1131.8868,-224.5603,504.6334
9,10,1141.7803,-226.4870,511.1455
9,11,1153.5599,-228.6773,510.4804
9,12,1161.8040,-229.3856,501.7894
9,13,1171.1684,-229.1549,494.2891
9,14,1183.1622,-228.9735,494.6319
9,15,1193.2957,-228.9396,501.0592
9,16,1187.1204,-228.9396,511.3483
9,17,1192.5375,-228.9396,522.0560
9,18,1185.1927,-228.9396,531.5457
9,19,1178.1515,-228.9396,521.8286
9,20,1167.8590,-229.0458,527.9972
9,21,1159.5739,-229.3078,519.3203
9,22,1152.7598,-228.5070,509.4752
9,23,1143.0157,-226.6095,502.7333
9,24,1131.3133,-224.0115,502.1832
9,25,1120.2428,-222.0838,506.3937
9,26,1109.8508,-221.3211,512.3456
9,27,1099.6202,-221.3752,518.6171
9,28,1089.0003,-221.6986,524.1951
9,29,1077.5440,-221.8479,527.7632
9,30,1065.6306,-221.6636,526.3362
10,0,456.5199,-63.3069,235.2181
10,1,453.1165,-63.3069,246.7254
10,2,441.7315,-63.5686,250.5089
10,3,431.6454,-64.3422,244.0535
10,4,424.8310,-63.8035,234.1908
10,5,413.6981,-59.8533,232.0803
10,6,401.7127,-59.3893,232.4485
10,7,390.8441,-59.3893,227.3620
10,8,391.6951,-59.3893,215.3922
10,9,401.6436,-59.3893,208.6820
10,10,412.5631,-59.3893,213.6583
10,11,417.0651,-59.3903,224.7818
10,12,427.7011,-63.6917,228.2992
10,13,439.5033,-63.6885,230.4692
10,14,450.8979,-63.3787,234.2198
11,0,805.1242,-163.3069,471.6192
11,1,814.8643,-163.5467,464.6140
11,2,809.3603,-165.9685,454.2293
11,3,798.0043,-163.5440,457.2564
11,4,786.0205,-163.9653,456.7979
11,5,774.4172,-163.9285,459.8578
11,6,767.3686,-163.5909,450.1520
11,7,767.3201,-159.9333,438.7231
11,8,762.9106,-157.2599,427.8875
11,9,751.8315,-153.7092,424.9470
11,10,740.2758,-152.3027,427.8600
11,11,731.5267,-152.4643,419.6486
11,12,742.0281,-156.1250,415.1409
11,13,748.2882,-159.3857,405.4363
11,14,760.0354,-159.3893,407.8864
11,15,766.1005,-159.3893,397.5319
11,16,776.4433,-159.3893,403.6167
11,17,771.2999,-159.3893,414.4585
11,18,759.3692,-159.3893,415.7468
